145.25,103,109.3333
145.25,103,113.6667
145.25,103,118
145.25,103,122.3333
145.25,103,126.6667
145.25,103,131
145.25,107.3333,105
145.25,107.3333,109.3333
145.25,107.3333,113.6667
145.25,107.3333,118
145.25,107.3333,122.3333
145.25,107.3333,126.6667
145.25,107.3333,131
145.25,111.6667,105
145.25,111.6667,109.3333
145.25,111.6667,113.6667
145.25,111.6667,118
145.25,111.6667,122.3333
145.25,111.6667,126.6667
145.25,116,105
145.25,116,109.3333
145.25,116,113.6667
145.25,116,118
145.25,116,122.3333
145.25,116,126.6667
145.25,116,131
145.25,120.3333,105
145.25,120.3333,109.3333
145.25,120.3333,113.6667
145.25,120.3333,118
145.25,120.3333,122.3333
145.25,120.3333,126.6667
145.25,120.3333,131
145.25,124.6667,105
145.25,124.6667,109.3333
145.25,124.6667,113.6667
145.25,124.6667,118
145.25,124.6667,122.3333
145.25,124.6667,126.6667
145.25,124.6667,131
145.25,129,105
145.25,129,109.3333
145.25,129,113.6667
145.25,129,118
145.25,129,122.3333
145.25,129,126.6667
145.25,129,131
149,103,105
149,103,109.3333
149,103,113.6667
149,103,118
149,103,122.3333
149,103,126.6667
149,103,131
149,107.3333,105
149,107.3333,109.3333
149,107.3333,113.6667
149,107.3333,118
149,107.3333,122.3333
149,107.3333,126.6667
149,107.3333,131
149,111.6667,105
149,111.6667,109.3333
149,111.6667,113.6667
149,111.6667,118
149,111.6667,122.3333
149,111.6667,126.6667
149,111.6667,131
149,116,105
149,116,109.3333
149,116,113.6667
149,116,118
149,116,122.3333
149,116,126.6667
149,116,131
149,120.3333,105
149,120.3333,109.3333
149,120.3333,113.6667
149,120.3333,118
149,120.3333,122.3333
149,120.3333,126.6667
149,120.3333,131
149,124.6667,105
149,124.6667,109.3333
149,124.6667,113.6667
149,124.6667,118
149,124.6667,122.3333
149,124.6667,126.6667
149,124.6667,131
149,129,109.3333
149,129,113.6667
149,129,118
149,129,122.3333
149,129,126.6667
149,129,131
149,133.3333,105
149,133.3333,131
